Asunto;Radicado;Serie Documental;Sub-Serie documental;
PRESENTACION DEL PROGRAMA Y ARTICULACION CORRESPONDIENTE A LOS DIMF Y CDI-ACCDI (ASOCIACION PARA LA CONSTRUCCION DE SU COMUNIDAD Y DESARROLLO INTEGRAL-DERLY PUIEDAD SAAVEDRA REINA ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
TRASLADO DE DERECHO DE PETICI&OacuteN RADICADO NO 2023-0040178-2- RESPUESTA DE PETICION DE LA SE&NtildeORA OLGA LUCIA AMAYA- UNIDAD PARA LAS VICTIMAS  ;;SEGUIMIENTO A LA GESTION PUBLICA ;SEGUIMIENTO A LA GESTION PUBLICA ;
NOTICIA: ALCALD&IacuteA PACT&Oacute COMPROMISOS CON LA COMUNIDAD DE HACIENDA LA MIEL -EMISORA ONDAS DE IBAGUE ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
NOTIA VIA FACEBOOK:HABITANTES DE LA COMUNA 9 DE IBAGU&Eacute PROTESTAN POR FALTA DE SUMINISTRO DE AGUA-LA VOZ MAYOR DEL TOLIMA ;;COMUNICACIONES;COMUNICACI&OacuteN EXTERNA;
NOTICIA: Ibagu&eacute: este es el calvario de movilidad en el barrio Piedra Pintada por los enormes huecos-ECOS DEL COMBEIMA ;;COMUNICACIONES;COMUNICACI&OacuteN EXTERNA;
COPIA DE OFICIO ALCALDIA -SOLICITUD DE GAS DOMICILIARIO EN EL CA&NtildeON DE COMBEIMA SAN JUAN DE LA CHINA Y SAN BERNARDO-COMUNIDAD COELLO COCORA ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
COPIA DE OFICIO A CONCEJAL WILLIAM ROSAS-SOLICITUD DE MURO DE CONTENCION AL INGRESO DE BARRIO EL TOPACIO-PETICION DE LA JUNTA DE ACCION COMUNAL BARRIO TOPACIO ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
INVITACION REUNION A COMITE PARA LAS &AacuteREAS DE INFLUENCIA DE LOS VOLCANES MACHIN Y NEVADO DEL RUIZ SOCIALICEN LOS PROTOCOLOS DE RESPUESTAS A EMERGENCIAS POR ERUPCI&OacuteN. PARA EL DIA 24 DE FEBRERO DE 2023-GOBERNACION DEL TOLIMA ;;COMUNICACIONES;COMUNICACION EXTERNA;
CONVOCATORIA TALLER DE SOCIALIZACI&OacuteN DE LA ACTIVIDAD DEL VOLC&AacuteN NEVADO DEL RUIZ SGC. PARA EL DIA 16 DE FEBRERO DE 2023-GOBERNACION DEL TOLIMA ;;COMUNICACIONES;COMUNICACI&OacuteN EXTERNA;
COPIA DE OFICIO QUERELLLA POR COMPORTAMIENTOS QUE AFECTAN LA TRANQUILIDAD Y RELACIONES RESPETUOSAS DE LAS PERSONAS Y SOLICITAMOS REALICEN DEBIDO CONTROL Y SEGUIMIENTO DE LA CANTINA ISLA VIP COCKTAILS  QUE ESTA UBICADA EN EL BARRIO PRADERAS DE SANTA RITA ETAPA 1 MZ 2 CASA 24 - LILIANA ANDREA IBARRA GONZALEZ  ;;INTERVENCIONES ANTE LAS DISTINTAS INSTITUCIONES DE LA ADMINISTRACION MUNICIPAL;INTERVENCIONES ANTE LAS DISTINTAS INSTITUCIONES DE LA ADMINISTRACION MUNICIPAL;
NOTIFICACION ADIMISORIO ACCION DE TUTELA DE JENNIFER SANCHEZ VARGAS CONTRA ALCALDIA MUNICIPAL DE IBAGUE SECRETARIA DE EDUCACION MUNICIPAL DE IBAGUE INSTITUTO EDUCATIVA EL JARDIN VINCULADOS SECRETAR&IacuteA DE DESARROLLO SOCIAL COMUNITARIO DE IBAGU&Eacute PERSONERIA MUNICIPAL DE IBAGU&Eacute Y UNIDAD PARA LAS V&IacuteCTIMAS.  RADICADO 2023-00088-00 -JUZGADO SEGUNDO CIVIL MUNICIPAL ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
SOLICITUD DE INTERVENCION ANTE SANITAS-QUEJA  POR NEGLIGENCIA POR DISPENSACI&OacuteN DE MEDICAMENTOS EN CRUZ VERDE-PETICION DEL SE&NtildeOR DANIEL ALFONSO AGUIRRE ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
SOLICITUD COPIA DE TUTELA DEL MENOR  JOSE ARMANDO LONDO&NtildeO RODRIGUEZ QUE REALIZO LA PERSONERIA MUNICIPAL-PETICION DE LA SE&NtildeORA PAOLA ANDREA RODRIGUEZ BEDOYA ;;TUTELAS;TUTELAS;
SOLICITUD DE ACOMPA&NtildeAMEINTO-REFERENCIA: RESTITUCION DE INMUEBLE ARRENDADO DEMANDANTE: MYRIAM SOBEIDA VELANDIA QUI&NtildeONES CC 38227761 DEMANDADO: JAIME ENRIQUE GOMEZ NARANJO CC 2228598 JORGE ARTURO CAICEDO SANCHEZ CC 93367615 RADICACI&OacuteN: 73001.41.89.003.2016.00861.00-JUZGADO TERCERO DE PEQUE&NtildeAS CAUSAS Y COMPETENCIA MULTIPLE ;;COMUNICACIONES;COMUNICACI&OacuteN EXTERNA;
SOLICITUD DE CANCELACION DEL CERTIFICADO DE USO DE SUELOS DE LOS ESTABLECIMIENTOS  LICORERA ANSACA ETNIA BAR  Y  BAR EL GRILLO -PETICION DE LA SE&NtildeORA NANCY YOANNA CAICEDO CELIS ;;INTERVENCIONES ANTE LAS DISTINTAS INSTITUCIONES DE LA ADMINISTRACION MUNICIPAL;INTERVENCIONES ANTE LAS DISTINTAS INSTITUCIONES DE LA ADMINISTRACION MUNICIPAL;
SOLICITUD DE INTERVENCION ANTE CATASTRO-PETICION DEL 15 DE FEBRERO DE 2022 SOLICITUD DE CAMBIO DE PROPIETARIO-PETICION DEL SE&NtildeOR DARWIN FERNANDO OROZCO OSPINA  ;;COMUNICACIONES;COMUNICACI&OacuteN EXTERNA;
SOLICITUD DE INTERVENCION A QUIEN CORRESPONDA-SOLICITUD DE CONVALIDACION DE MAESTRIA EN DIRECCION ESTRATEGICA-PETICION DE LA SE&NtildeORA HANIA ANDREA GONZALEZ HERNANDEZ ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
SOLICITUD DE URGENTE-SOLICITUD DE INFORMACION PARA REALIZACION DE ANALISIS DE RIESGO DE LA SE&NtildeORA MARYLUZ BISCUE URBANO-UNIDAD NACIONAL DE PROTECCION ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
COPIA DE OFICIO A PROCURADURIA GENERAL-SOLCIITUD PARA QUE LA FISCALIA REALICE PROCESO DE RESTITUCION DE DERECHOS SOBRE INMUEBLE TRASPASADO FRAUDULENTAMENTE- PETICION DE LA SE&NtildeORA LUZ MARINA JIMENEZ QUINCHE-PROCURADURIA;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
SOLICITUD DE INTERVENCION A QUIEN CORRESPONDA-SOLICITUD DE MEDIA PENSION  A LA SE&NtildeORA ROSA EMIRGEN LOAIZA QUIEN PRESENTA DISCAPACIDAD-PETICION DEL SE&NtildeOR MARCO A MARTINEZ ;;SEGUIMIENTO A LA GESTION PUBLICA ;SEGUIMIENTO A LA GESTION PUBLICA ;
SOLICITUD DE ACOMPA&NtildeAMIENTO EN LA DILIGENCIA DE DEMOLICION Y REMOCION DE MUEBLES DE UNA VIVIENDA UBICADA EN EL TESORO CONTRA YADID ANGARITA ANGARITA PARA EL 21 DE FEBRERO DE 2023-PETICION DE LA INSPECTORA NOVENA DE POLICIA ;;COMUNICACIONES;COMUNICACI&OacuteN EXTERNA;
REMISION DE INFORMACION DE LA EVOLUCION DEL CASO DEL SE&NtildeOR ARNULFO GARCIA ROMERO-SECRETARIA DE DESARROLLO SOCIAL COMUNITARIO ;;SEGUIMIENTO A LA GESTION PUBLICA ;SEGUIMIENTO A LA GESTION PUBLICA ;
SOLICITUD DE ACTUACIONES ANTE EL PROCESO DENUNCIADO Y COPIA D ACTOS ADMINISTRATIVOS QUE LLEVAN CON RADICADO 2022-10-4805 OFICIO V.A.G.P 1284-PETICION DEL SE&NtildeOR JUAN CAMILO MENESES RUBIO ;;;;
SOLICITUD ACOMPA&NtildeAMIENTO PROCEDIMIENTOS POLICIALES 14/02/2023-GRUPO METIB POLICIA METROPOLITANA DE IBAGUE ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
CONVOCATORIA MIEMB?OS PRIME? COMIT6 D?ARTAMENTAI DE COO?DINACICH DEL SISTEMA DE RE?ONSABILIDAD PENA?ARA ADOLESCENTES SNCRPA 2023.- PARA EL DIA 15 DE FEBRERO EN EL SALON A DE LA GOBERNACION DEL TOLIMA-SECRETARIA DEL INTERIOR DE L GOBERNACION ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
INVITACION A ELECCIONES 16 FEBRERO 2023 DE LAS NUEVAS PPL POSTULADOS VOLUNTARIAMENTE PARA REPRESENTANTES DDHH COIBA PICALE&NtildeA-CONSUL DDHH COIBA PICALE&NtildeA ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
SOLICITUD DE CERTIFICACION CONTRACTUAL Y/O DOCUMENTOS NECESARIOS PARA ACREDITAR JUDICATURA PETICION MARIA ALEJANDRA MIRQUEZ ZARRATE ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
SOLICITUD DE INTERVENCION ANTE CLINICA LA NUESTRA-SOLICITUD DE CUIDADOS Y TRATAMIENTO CORRESPONDIENTE A EL SE&NtildeOR NORMAN ORLANDO PINZON BUITRAGO-PETICION DEL SE&NtildeOR SERGIO ALEJANDRO BERMUDEZ BUITRAGO ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
RESPUESTA A RADICACION N.2022-10-5382-LA CUAL NO DA RESPUESTA A LA SOLICITUD ELEVADA A LA PROCURADURIA DENUNCIA DE PROCEDIMIENTO DE DESALOJOPOR PARTE DE LA COMISARIA SEGUNDA DE FAMILIA-PETICION DEL SE&NtildeOR MANUEL ANGEL PITA BERNAL ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
SOLICITUD DE ORIENTACION DE DERECHOS DE LA SE&NtildeORA SONIA AMAYA TABARES POR DENUNCIA DE VIOLENCIA INTRAFAMILIAR-FISCALIA ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
SOLICITUD DE ACOMPA&NtildeAMIENTO POR POSIBLE VULNERACION DE DERECHOS AL CONSUMIDOR POR LA EMPRESA SERVIENTREGA-PETICION DEL SE&NtildeOR JAIME GARCIA GONZALEZ ;;SEGUIMIENTO A LA GESTION PUBLICA ;SEGUIMIENTO A LA GESTION PUBLICA ;
SOLICITUD DE INFORMACION PARA APOYO LOGISTICO PAA LA ELECCION DE LA MESA MUNICIPAL DE VICTIMAS DE IBAGUE 2023-2025-DIRECCION DE GRUPOS ETNICOS Y POBLACION VULNERABLE ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
AUTO ADMITE TUTELA-RADICACI&OacuteN: 73001-33-33-002-2023-00040-00 MEDIO DE CONTROL: PROTECCI&OacuteN DE LOS DERECHOS E INTERESES COLECTIVOS DEMANDANTE: PERSONER&IacuteA MUNICIPAL DE IBAGU&Eacute DEMANDADO: MUNICIPIO DE IBAGU&Eacute-JUZGADO SEGUNDO ADMINISTRATIVO ORAL DEL CIRCUITO IBAGU&Eacute- TOLIMA ;;COMUNICACIONES;COMUNICACI&OacuteN EXTERNA;
SOLICITUD DE INTERVENCION ANTE LA ADMINISTRACION MUNICIPAL-CORRECCION DE LA FACTURA DE IMPUESTO PREDIAL CON MATRICULA 350-183159-PETICION DE LA SE&NtildeORA ADA CAMILA BARAJAS CHARRY ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
SOLICITUD DE INTERVENCION ANTE LA ADMINISTRACION MUNICIPAL-CORRECCION DE LA FACTURA DE IMPUESTO PREDIAL CON MATRICULA 350-183159-PETICION DE LA SE&NtildeORA ADA CAMILA BARAJAS CHARRY ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
CONVOCATORIA MESA DE TRABAJO SEGUIMIENTO RELLENO SANITARIO LA MIEL- PARA EL DIA 24 DE FEBRERO DE 2023-ADMINISTRACION MUNICIPAL ;;COMUNICACIONES;COMUNICACI&OacuteN EXTERNA;
APERTURA DE INVESTIGACION DISCIPLINARIA EXPEDIENTEN.120-0171-2020 CONTRA EL FUNCIONARIO ESDEDIER ARMANDO CAPERA MAHECHA OPERARIO 01- GESTION CARTERA Y FABIO BONILLA CAPERA MAHECHA - PETICION IBAL ;;SEGUIMIENTO A LA GESTION PUBLICA ;SEGUIMIENTO A LA GESTION PUBLICA ;
PROCESO:RESTABLECIMIENTO DE DERECHOS REMITE:COMISARIA 3 DE FAMILIA - CAIVAS NNA:M.L.H.G. RADICADO.:73001 31 10 006 2022-00465-00-JUZGADO SEXTO DE FAMILIA DE IBAGU&Eacute ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
SOLICITUD DE ACTUACIONES ANTE EL PROCESO DENUNCIADO Y COPIA D ACTOS ADMINISTRATIVOS QUE LLEVAN CON RADICADO CUN 2022-258941-NC 2023EE0003059-PETICION DEL SE&NtildeOR JUAN CAMILO MENESES RUBIO ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
INVITACION A EVENTO DE EXALTACION QUE SE HARA A LOS DOCTORES MARTHA LUCIA OLANO JOSE FRANCISCO ACU&NtildeA FABIO OSPITIA MAGISTRADOS PARA EL DIA 24 DE FEBRERO DE 2023-GOBERNACION DEL TOLIMA ;;COMUNICACIONES;COMUNICACION EXTERNA;
SOLICITUD DE ACOMPA&NtildeAMIENTO DILIGENCIA DE DESTRUCCION DE EVIDENCIAS PARA EL DIA 28 DE FEBRERO 2023-EN EL RELLENO SANITARIO HACIENDA LA MIEL-PETICION DE LA UNIDAD BASICA DE INVESTIGACION CRIMINAL DIPRO METIB ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
SOLICITUD DE SEGUIMIENTO PAE 2023  REUNION EL 07 DE MARZO DE 2023-CONTRALORIA ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
FIJACION DE AVISO: PAF:898889898990899189928993 Y 8994-CORTOLIMA ;;COMUNICACIONES;COMUNICACI&OacuteN EXTERNA;
SOLICITUD DE INTERVENCION A QUIEN CORRESPONDA-SOLICITUD DE CITA PARA TOMAGRAGITA Y CONSULTA DE CONTROL-PETICION DE LA SE&NtildeORA SABEL GUZMAN CALDERON- SE PROCEDE A DAR CIERRE A LA PETICION YA QUE LA MISMA SE ENCUENTRA DUPLICADA CON EL RADICADO 2023-10-467  ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
RESPUESTA RAD:2023-09021 DEL 08-02-2023 DSPECUMA 83 RELACION DE ACCIDENTES DE TRANSITO REPORTADOS EN EL SECTOR APARCO -SECRETARIA DE MOVILIDAD ;;RESPUESTAS A SOLICITUDES;RESPUESTAS A SOLICITUDES;
SOLICITUD DE ACOMPA&NtildeAMIENTO PROCEDIMIENTOS POLICIALES EN MANIFESTACIONES PUBLICA Y PACIFICA PARA EL DIA 15 DE FEBRERO DE 2023-GRUPO DE DERECHOS HUMANOS METIB ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
SOLICITUD DE DOCUMENTOS DEL EXP DISCIPLINARIO N.1716-2021 RAD:2020-10-4071 OFICIO V.A.G.P 111-IBAL ;;SEGUIMIENTO A LA GESTION PUBLICA ;SEGUIMIENTO A LA GESTION PUBLICA ;
CONVOCATORIA LISTA DE CONJUECES-COMISI&OacuteN SECCIONAL DE DISCIPLINA JUDIICAL DEL TOLIMA ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
SOLICITUD SEGUMIENTO CONTROL E INSPECCION A DERECHO DE PETICION INTERPUESTO EN CONTRA DEL IBAL-JUNTA DE ACCION COMUNAL URBANIZACION VILLA JARDIN LILIANA REYES DAZA ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
SOLICITUD DE ACCION DE TUTELA PARA SUMINISTRO DE MEDICAMENTOS-PETICION DEL SE&NtildeOR HENRRY ADRIANO CUICAS  ;;COMUNICACIONES;COMUNICACI&OacuteN EXTERNA;
SOLICITUD DE CAPACITACION SEMINARIO TALLER EN PRESUPUESTO FINANZAS Y CONTABILIDAD PUBLICA PARA EL DIA 89 Y 10 DE MARZO DE 2023-PETICION DEL FUNCIONARIO LUIS ALFREDO CA&NtildeAS MONTEALEGRE ;;;;
PROCESO DE PERTENENCIA POR PRESCRIPCION ADQUISITIVA DE DOMINIO RAD:73001-40-03-005-2022-00522-00 PROMOVIDO POR CARMEN ROSA RUIZ RUIZ CONTRA EVANGELINA SOTO DE ROJAS-JUZGADO QUINTO CIVIL MUNICIPAL DEL TOLIMA ;;COMUNICACIONES;COMUNICACI&OacuteN EXTERNA;
REMISION DESPACHO COMISORIO INVESTIGACION ADMINISTRATIVA N.131-ALSG-2023 -APERTURA DE INVESTIGACION DE EL SE&NtildeOR PEDRO ANTONIO GALICIA VERA-MINISTERIO DE DEFENSA NACIONAL-AGENCIA LOGISTICA DE LAS FUERZAS MILITARES ;;SEGUIMIENTO A LA GESTION PUBLICA ;SEGUIMIENTO A LA GESTION PUBLICA ;
SOLICITUD DE VACACIONES POR PERIODO DE LABORES COMPRENDIDO ENTRE EL 29DE JUNIO DE 2021 Y EL 28 DE JUNIO DE 2022-JOSE ALIRIO MENDOZA ARIAS ;;;;
SOLICITUD DE ACOMPA&NtildeAMIENTO PARA EL DIA 25 DE ABRIL PARA AUDIENCIA DE FALLO DENTRO DEL PROCESO ADMINISTRATIVO DE VIOLENCIA INTRAFAMILIAREXP 412-21 VIF-COMISARIA SEGUNDA DE FAMILIA ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
SOLICITUD DE VIGILANCIA A PROCESO DE APELACION ANTE EL CONSEJO DE SICIPLINA DE COIBA-PETICION DEL SE&NtildeOR RIGOBERTO PUERTAS HERRERA ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
RESPUESTA SOLICITUD DESPECUMA 07 DEL 07 DE ENERO DE 2023-ACTUACIONES REALIZADAS EN PROCURA DE LA PROTECCION DE LA QUEBRADA HATO DE LA VIRGEN-SECRETARIA DE AMBIENTE Y GESTION DEL RIESGO ;;RESPUESTAS A SOLICITUDES;RESPUESTAS A SOLICITUDES;
SOLICITUD DE INFORTMACION-EVALUACION DE RIESGO PRIMERA VEZ LUIS ALFREDO OSUNA ZABALETA-UNIDAD NACIONAL DE PROTECCION ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
COPIA DE OFICO A ALCALDE MUNICIPAL-SITUACION DE RIESGO PERSONAL ADSCRITO SECRETARIA DE HACIENDA MUNICIPAL-PETICION DE EL SE&NtildeOR LUIS ENRIQUE HOYOS VARON ASOEMPUBLI ;;SEGUIMIENTO A LA GESTION PUBLICA ;SEGUIMIENTO A LA GESTION PUBLICA ;
COPIA DE OFICIO A MAGISTRADO BELISARIO BELTRAN BASTIDAS-MEDIO DE CONTROL NO. 73001233300020190032400 DE PERSONER&IacuteA DE IBAGU&Eacute Y PROCURADUR&IacuteA JUDICIAL II AMBIENTAL Y AGRARIA PARA EL TOLIMA CONTRA COMISI&OacuteN DE REGULACI&OacuteN DE AGUA POTABLE Y SANEAMIENTO B&AacuteSICO CORTOLIMA INFIBAGU&Eacute INTERASEO S.A. E.S.P MUNICIPIO DEIBAGU&Eacute Y SUPERINTENDENCIA DE SERVICIOS P&UacuteBLICOS DOMICILIARIOS. E- 2021-044870.-PROCURADURIA ;;COPIAS A PERSONERIA/SOLICITUDES A ENTIDADES;COPIAS A PERSONERIA/SOLICITUDES A ENTIDADES;
REQUERIMIENTO ASUNTO PREVENTIVO P-2022-2527481 (E-2022-348596) -CUMPLIMIENTO AL FALLO N.0021 DE 2021 PROCESO DE INVASION DE ESPACIO PUBLICO DE ANTEJARDIN DEL SE&NtildeOR LEONARDO RIVERA-PROCURADURIA ;;INTERVENCIONES ANTE LAS DISTINTAS INSTITUCIONES DE LA ADMINISTRACION MUNICIPAL;INTERVENCIONES ANTE LAS DISTINTAS INSTITUCIONES DE LA ADMINISTRACION MUNICIPAL;
SOLICITUD DE ACOMPA&NtildeAMIENTO EN REUNION CON LA JUNTA DE ACCION COMUNAL  DEL BARRIO LA ESTACION EL DIA 23 DE FEBRERO DE 2023 HORA 04:00 P.M.- RODRIGO BUSTAMANTE   ;;;;
COPIA DE OFICIO ALCALDIA DE IBAGUE-SECRETARIA DE MOVILIDAD-COPIA DE ACTA DE CONCERTACION PARA LA ASIGNACION DE OPERADORES BAJO LAS RESOLUCIONES 1496 14971498 DEL A&NtildeO 2022 DEL 29 DE DICIEMBRE- VEEDURIA DEL TRANSPORTE Y VIAS DEL TOLIMA ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
COPIA DE OFICIO A JUZGADO SEGUNDO PENAL MUNICIPAL CON FUNCI&OacuteN DE CONTROL DE  GARANT&IacuteAS DE IBAGUE ACCION DE  TUTELA : 73001-40-88-002-2023-018-00-AGENTE OFICIOSO: DIEGO FERNANDO ORTIZ OVALLEAGENCIADO: MAJIN HERNANDEZ HUERTAS ACCIONADOS: ASMETSALUD EPS R&EacuteGIMEN SUBSIDIADO IPS NEFROUROS SECRETARIA DE SALUD DEL TOLIMA-DIEGO FERNANDO ORTIZ OVALLE ;;COPIAS A PERSONERIA/SOLICITUDES A ENTIDADES;COPIAS A PERSONERIA/SOLICITUDES A ENTIDADES;
SOLICITUD ACOMPA&NtildeAMIENTO DESTRUCCI&OacuteN DE SUSTANCIAS PSICOACTIVAS Y ARMAS BLANCAS PARA EL 17 DE FEBRERO-POLICIA METROPOLITANA DE IBAGUE ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
INVITACION A SEMINARIO  DESMILITARIZAR LA VIDA UNA APUESTA DEMOCR&AacuteTICA PARA LA PAZ  EL DIA 27 Y 28 DE FEBRERO DE 2023-OBSERVATORIO DE PAZ Y DDHH UNIERSIDAD DEL TOLIMA ;;COMUNICACIONES;COMUNICACION EXTERNA;
SOLICITUD DE INTERVENCION A QUIEN CORRESPONDA-SOLICITUD DE AYUDA HUMANITARIA-PETICION DE LA SE&NtildeORA RUTH DERY BONILLA MENDEZ ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
SOLICITUD DE INTERVENCION ANTE EL  &AacuteREA DE SALUD P&UacuteBLICA DEL COMPLEJO COIBA PICALE&NtildeA SOBRE LAS CITAS DE TRATAMIENTO ODONTOLOGIA Y PSIQUIATR&IacuteA DEL PPL NOE DE JESUS GUAJE PINTO -PETICION DE LA HERMANA LA SE&NtildeORA SANDRA PATRICIA GUAJE PINTO ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
SOLICITUD DE INTERVENCION Y ACOMPA&NtildeAMIENTO SOBRE POSIBLE FALTA DE GARANTIAS EN DILIGENCIA ADMINISTRATIVA CONVOCADA POR LA COMISARIA DE FMILIA PERMANENTE TURNI 1 SEDE CAM-PETICION DEL SE&NtildeOR OSCAR EDUARDO DELGADO MAYA ;;DERECHOS DE PETICION QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;DERECHOS DE PETICI&OacuteN QUEJAS RECLAMOS SUGERENCIAS Y DENUNCIAS;
